FISBN,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-732-9,_TITLE_,Robbie Plank,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-733-6,_TITLE_,Alma Robinson Gomez,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-734-3,_TITLE_,Kemi Obunde,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-735-0,_TITLE_,Uwe Moravec,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-736-7,_TITLE_,James Woolbinder,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-737-4,Quick Notes: Mark Twain,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-738-1,Piccolo Technique,Jenny McBeal,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-739-8,Flute Technique,Chris Michaels,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-740-4,Oboe Technique,Juan Gomez,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-741-1,English Horn Technique,Lisa Kloor,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-742-8,Clarinet Technique,Benny Goodman,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-743-5,Bass Clarinet Technique,Ton Woolger,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-744-2,Bassoon Technique,Paul Hindemith,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-745-9,Contrabassoon Technique,_AUTHOR_,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-746-6,Horn Technique,Dale Clevanger,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-747-3,Wagner Tuba Technique,Lucia Gomez,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-748-0,Trumpet Technique,Paul Hindemith,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-749-7,Bass Trumpet Technique,Lisa Bell,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-750-3,Tenor Trombone Technique,Janice Wood,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-751-0,Alto Trombone Technique,Laura Hrabak,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-752-7,Bass Trombone Technique,Denzel Thomas,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-753-4,Tuba Technique,Paul Hindemith,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-754-1,Triangle Technique,Albert Guthrie,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-755-8,Cymbals Technique,Salvador Hernandez,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-756-5,Bass Drum Technique,Paul Hindemith,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-757-2,Timpani Technique,Jihyun Park,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-758-9,Harp Technique,Vin Diesel,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-759-6,Quick Notes: Walt Whitman,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-760-2,Violin Technique,Laura Roelofs,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-761-9,Viola Technique,Paul Hindemith,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-762-6,Cello Technique,Emma Bridge,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-763-3,Double Bass Technique,Leopold Wu,_COAUTHORS_,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-764-0,_TITLE_,Aria Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-765-7,_TITLE_,Timothy McGee,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-766-4,_TITLE_,Jack Jackson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-767-1,_TITLE_,Umberto Underhill,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-768-8,_TITLE_,Franca Llanez,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-769-5,_TITLE_,Quentin Thomas,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-770-1,_TITLE_,Zoe Maldonado,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-771-8,_TITLE_,Amelia Teegerb,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-772-5,_TITLE_,Lewis Monkson,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-773-2,_TITLE_,Walter Miller,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-774-9,_TITLE_,Henderson Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-775-6,Quick Notes: Edgar Allan Poe,Songlian Wu,_COAUTHORS_,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-776-3,_TITLE_,Tina Tao,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-777-0,_TITLE_,Ewa Krzszmzczukowna,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-778-7,_TITLE_,Pliska Miro,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-779-4,_TITLE_,Alicia Montes,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-780-0,_TITLE_,Qadar Hamad,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-781-7,_TITLE_,Emilio Spears,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-782-4,_TITLE_,Selma Severinsen,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-783-1,_TITLE_,Marlbir Singh,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-784-8,_TITLE_,Zelda Washington,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-785-5,_TITLE_,Kira Jones,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-786-2,_TITLE_,Viola Reese Davies,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-787-9,_TITLE_,Franco Parlangeli,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-788-6,_TITLE_,Queridita Washington,_COAUTHORS_,2021,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-789-3,_TITLE_,Maame Turner Robinson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-790-9,_TITLE_,Julietta Kolmogorovna,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-791-6,_TITLE_,Michelle Watson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-792-3,_TITLE_,Alice Tanner,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-793-0,_TITLE_,Kevin Kilmer,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-794-7,_TITLE_,Valerie Vandeen,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-795-4,_TITLE_,Ginger Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-796-1,Quick Notes: Nathaniel Hawthorne,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-797-8,_TITLE_,Roberta Quigley,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-798-5,_TITLE_,Nona Shapovalova,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-799-2,_TITLE_,Brenda Starr,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-800-5,_TITLE_,Martina Dobranovača,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-801-2,_TITLE_,Xander Boustrophedon,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-802-9,_TITLE_,Iona Da,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-803-6,_TITLE_,Ursula Svensson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-804-3,_TITLE_,Flora Molinari,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-805-0,_TITLE_,Qeborah Vaughan,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-806-7,_TITLE_,Bernardo Gerhardt,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-807-4,_TITLE_,Rosalita Viñas,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-808-1,_TITLE_,Waltera McThompsongilly,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-809-8,_TITLE_,Tatiana Volkmann,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-810-4,_TITLE_,Osiris Washington,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-811-1,_TITLE_,Alma Soughgren,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-812-8,_TITLE_,Laana Suomi,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-813-5,_TITLE_,Winter Johnson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-814-2,Quick Notes: Frederick Douglass,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-815-9,_TITLE_,Gloria Robinson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-816-6,_TITLE_,Roman Oliver,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-817-3,_TITLE_,Liying Wing,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-818-0,_TITLE_,Thomas Thomason,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-819-7,_TITLE_,Susan Puffinsberger,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-820-3,_TITLE_,Aaron Aaronson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-821-0,_TITLE_,Luther Landingham,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-822-7,_TITLE_,Walter Winchell,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-823-4,_TITLE_,Hallie Meyers,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-824-1,_TITLE_,Ionia Bloodworth,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-825-8,_TITLE_,Sharona Fleming,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-826-5,_TITLE_,Carla Moulton,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-827-2,_TITLE_,Norma Blackfeather,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-828-9,_TITLE_,Yara Stiller,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-829-6,_TITLE_,Justina Madison,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-830-2,_TITLE_,Vana Soo,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-831-9,_TITLE_,Gilda Martin,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-832-6,_TITLE_,Risa Milliotti,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-833-3,_TITLE_,Lucia Rollos,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-834-0,_TITLE_,Bianka Wolpowna,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-835-7,_TITLE_,Xavier Roman,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-836-4,_TITLE_,Ursula St. Frank,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-837-1,_TITLE_,Paul Varjoon,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-838-8,Quick Notes: Toni Morrison,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-839-5,_TITLE_,Brenda Michael Wooster,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-840-1,_TITLE_,Mara O'Leary,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-841-8,_TITLE_,Xavier Samuelson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-842-5,_TITLE_,Hanna Kingfisher Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-843-2,_TITLE_,Samuel Potts Berkley,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-844-9,_TITLE_,Kofo Tumbe,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-845-6,_TITLE_,Richard Richardson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-846-3,_TITLE_,Zainab Mohammed,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-847-0,_TITLE_,Bernie Backhaus,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-848-7,_TITLE_,Martin Martinson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-849-4,_TITLE_,Xavier Xanthos,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-850-0,_TITLE_,Yesenia Young,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-851-7,_TITLE_,Jessica Ha,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-852-4,_TITLE_,Tamara Thunberg,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-853-1,_TITLE_,Dominique Halpern,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-854-8,Quick Notes: Fanny Crosby,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-855-5,_TITLE_,Otoña Guzman,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-856-2,_TITLE_,Zachariah ben Haim,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-857-9,_TITLE_,Lando Calrissian Watson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-858-6,_TITLE_,Walking Bear,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-859-3,_TITLE_,Hacha Yu,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-860-9,_TITLE_,Slasa Thompson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-861-6,_TITLE_,Uwe Schmidt,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-862-3,_TITLE_,Clara Thomas,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-863-0,_TITLE_,Yesenia Booker,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-864-7,Quick Notes: Helen Keller,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-865-4,_TITLE_,Viviana Soon,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-866-1,_TITLE_,Quentisetta Rollins,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-867-8,_TITLE_,Cipriano Dillings,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-868-5,_TITLE_,Nina Owolofoyeku,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-869-2,_TITLE_,Yolanda Nightwinder,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-870-8,_TITLE_,Ilana Plana,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-871-5,_TITLE_,Tony Blacksmith,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-872-2,_TITLE_,Uwe Moravec,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-873-9,_TITLE_,Harry Harrison,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-874-6,_TITLE_,Gustavo Vargas y Kohler,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-875-3,_TITLE_,Carla Cormorant,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-876-0,_TITLE_,Ned North,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-877-7,_TITLE_,Olivia Oliver,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-878-4,_TITLE_,Zainab Zamorra,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-879-1,_TITLE_,Kimberly Chen,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-880-7,_TITLE_,Ulysses M. Grant,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-881-4,_TITLE_,Everett Colthorp,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-882-1,_TITLE_,Paula Petroni,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-883-8,_TITLE_,Allison Guzman,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-884-5,_TITLE_,Malena Paretti,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-885-2,_TITLE_,Xenia Billmer,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-886-9,_TITLE_,Ivana Mravinskaya,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-887-6,_TITLE_,Julia Tao,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-888-3,Quick Notes: Laura Ingalls Wilder,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-889-0,_TITLE_,_AUTHOR_,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-890-6,Quick Notes: Kate Chopin,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-891-3,_TITLE_,_AUTHOR_,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-892-0,_TITLE_,Tiana Reyes-Blenderson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-893-7,_TITLE_,Adaeza Igbo,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-894-4,_TITLE_,Zainab Hsien,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-895-1,_TITLE_,Fauna Laquandisha Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-896-8,_TITLE_,Stacey Qadar,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-897-5,_TITLE_,Daria Wallace,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-898-2,_TITLE_,Olga Stonestreet,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-899-9,_TITLE_,Zora McQuowm,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-900-2,_TITLE_,Jupiter Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-901-9,_TITLE_,Kemi Obunde,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-902-6,_TITLE_,Vina Leonards,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-903-3,_TITLE_,Sally Sallinen,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-904-0,_TITLE_,Joan Hoff,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-905-7,_TITLE_,David Diamond,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-906-4,Star Trek: Predestination Paradox,Jesús María Peña,_COAUTHORS_,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-907-1,_TITLE_,Emily Everpuff,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-908-8,_TITLE_,Peter Parker,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-909-5,_TITLE_,Antonio Puentes,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-910-1,_TITLE_,Laurie Ikamura,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-911-8,_TITLE_,Mahmoud bin Kabul,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-912-5,_TITLE_,Fanny Michaelson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-913-2,_TITLE_,Queen Lewiston,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-914-9,_TITLE_,Bao Yu,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-915-6,_TITLE_,Nona McLeod,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-916-3,_TITLE_,Yesenia Iñárritu,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-917-0,_TITLE_,Zima al Hambra,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-918-7,Quick Notes: Rebecca Harding Davis,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
